news_id,session_id,title,description,url,source_name,keyword_matched,city_mentioned,state_mentioned,severity,strike_type,published_date,scraped_at
60,1,"'Bandi Singh' protesters call shutdown in Punjab; transport, markets to be hit - India Today","<a href=""https://news.google.com/rss/articles/CBMiugFBVV95cUxNN1BwY0c0VEJGX0FqbXdmMmNac3RrREJWdlI0aDE5dWlFcFZONWpjMXhweHlaQ2liaHFFa21wUXA5RVVCZXRuQlVkUHRSU0dfaGJ4VjlSLVVIbTZwNVBLU0pzSllBWHNiYkUteWtEVlFtQkcwbmRvc1JJUXBjVVEza0JKYkhLUktCNjNUejg4MmlnSFo1cjh6aFppYmdMcGtpb0NKM21MMjUwdUJLWmxsdFlVTjVXSzRuTVHSAb8BQVVfeXFMTVpGUXRLVVd3LUpsa2N2QWpDQW9BeGRDbzdsbUt1LUh0ZFphN291NW5rbTltalpCbV9NWmJLWFJKSXQxRnc0LXl2NlBYMXVscEtnMm5iQlVQOU9oSkZrcE1kTTFtRHVqOFVKVDk1RGlhZG4wTzhNQ0ZyNHFVSU90am1sbUF6WFVRd0tQM1dmYmU0QWUyOVJQNHNtODRmYTNQQ3UxX0ljQTdhZWx1b0Y5S2JuMkxCYS12TEhYNkFEZVk?oc=5"" target=""_blank"">'Bandi Singh' protesters call shutdown in Punjab; transport, markets to be hit</a>&nbsp;&nbsp;<font color=""#6f6f6f"">India Today</font>",https://news.google.com/rss/articles/CBMiugFBVV95cUxNN1BwY0c0VEJGX0FqbXdmMmNac3RrREJWdlI0aDE5dWlFcFZONWpjMXhweHlaQ2liaHFFa21wUXA5RVVCZXRuQlVkUHRSU0dfaGJ4VjlSLVVIbTZwNVBLU0pzSllBWHNiYkUteWtEVlFtQkcwbmRvc1JJUXBjVVEza0JKYkhLUktCNjNUejg4MmlnSFo1cjh6aFppYmdMcGtpb0NKM21MMjUwdUJLWmxsdFlVTjVXSzRuTVHSAb8BQVVfeXFMTVpGUXRLVVd3LUpsa2N2QWpDQW9BeGRDbzdsbUt1LUh0ZFphN291NW5rbTltalpCbV9NWmJLWFJKSXQxRnc0LXl2NlBYMXVscEtnMm5iQlVQOU9oSkZrcE1kTTFtRHVqOFVKVDk1RGlhZG4wTzhNQ0ZyNHFVSU90am1sbUF6WFVRd0tQM1dmYmU0QWUyOVJQNHN,India Today,bandh India,National/Unknown,,LOW,general,2026-08-21,2026-08-21T04:46:44.535980
67,1,"Punjab bandh: Shops shut, security tightened over demand for release of Sikh prisoners - The Economic Times","<a href=""https://news.google.com/rss/articles/CBMi4wFBVV95cUxPN1h3Wk5FWldLR2tJY2ZwLW1WcW9TZzc2dXktZ2dJUTZZY1VTaGEyaXpjZU1sUUFWc21DN09IOU0zeTYzVHZVTmFCV2ZuWlJJM3ZvZFlXb29KVHJ4WERyNnJEclRkV2JVaG1HY01RNDFMbzd3TWxoSjd2elhzVXl2ek9MY1kwTl9kMDZDTWJ5WVFCVk43X1JoN1pWaUFxVDVYcy1BYnVSazAzemg2WWJEV1p4M2tBQWxVTXJjYm00VDVUOHpDRVFHOHBXVnhaUGpneXdCUTBqX3lHOGhObUVSdmtpUdIB6AFBVV95cUxOZTZHaWkycXRZYmh2MVNHdzRJMEx6VU50bDVKYXFTZVo4RHM4YzJ3d3BPaDdEZ2NmSW9SWmp6dWdQMmdLZmFJWmQ2a1VRSVpUNUcyQS1sMTBEM1NuY2FlSjNHYmZ1cURWNFAzNXVNTVg5bzRjRFZMbjE3b2RSczZTSmk0LTAyZU85SEYxRGJUdzhCRURNbGhMaHQ5MHJpclh3eXVvbEliTFlDbjFLOGw0SS1yNnVHd0dLWFlDVDRROXRjLUpfcnQwUHgwMk9mcUJjZ2M3RDFmd0NjUXh5T0ZFU011SmhXRVhk?oc=5"" target=""_blank"">Punjab bandh: Shops shut, security tightened over demand for release of Sikh prisoners</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Economic Times</font>",https://news.google.com/rss/articles/CBMi4wFBVV95cUxPN1h3Wk5FWldLR2tJY2ZwLW1WcW9TZzc2dXktZ2dJUTZZY1VTaGEyaXpjZU1sUUFWc21DN09IOU0zeTYzVHZVTmFCV2ZuWlJJM3ZvZFlXb29KVHJ4WERyNnJEclRkV2JVaG1HY01RNDFMbzd3TWxoSjd2elhzVXl2ek9MY1kwTl9kMDZDTWJ5WVFCVk43X1JoN1pWaUFxVDVYcy1BYnVSazAzemg2WWJEV1p4M2tBQWxVTXJjYm00VDVUOHpDRVFHOHBXVnhaUGpneXdCUTBqX3lHOGhObUVSdmtpUdIB6AFBVV95cUxOZTZHaWkycXRZYmh2MVNHdzRJMEx6VU50bDVKYXFTZVo4RHM4YzJ3d3BPaDdEZ2NmSW9SWmp6dWdQMmdLZmFJWmQ2a1VRSVpUNUcyQS1sMTBEM1NuY2FlSjNHYmZ1cURWNFAzNXVNTVg,The Economic Times,bandh India,National/Unknown,,LOW,bandh,2026-08-21,2026-08-21T04:46:44.538161
